test_date,county,new_positives,total_number_of_tests_performed
2023-02-13,Southern Tier,59,869
2023-02-13,St. Lawrence,12,136
2023-02-13,Steuben,10,93
2023-02-13,Suffolk,101,2480
2023-02-13,Sullivan,7,133
2023-02-13,Tioga,6,52
2023-02-13,Tompkins,18,149
2023-02-13,Ulster,12,109
2023-02-13,Warren,8,83
2023-02-13,Washington,14,94
2023-02-13,Wayne,10,131
2023-02-13,Westchester,79,1668
2023-02-13,Western New York,179,1296
2023-02-13,Wyoming,0,40
2023-02-13,Yates,0,23
2023-02-12,Albany,21,321
2023-02-12,Allegany,0,39
2023-02-12,Bronx,107,2359
2023-02-12,Broome,18,223
2023-02-12,Capital Region,104,1617
2023-02-12,Cattaraugus,3,35
2023-02-12,Cayuga,9,108
2023-02-12,Central New York,54,907
2023-02-12,Chautauqua,1,46
2023-02-12,Chemung,7,104
2023-02-12,Chenango,0,64
2023-02-12,Clinton,13,108
2023-02-12,Columbia,7,40
2023-02-12,Cortland,5,55
2023-02-12,Delaware,2,49
2023-02-12,Dutchess,15,234
2023-02-12,Erie,70,645
2023-02-12,Essex,1,49
2023-02-12,Finger Lakes,102,1694
2023-02-12,Franklin,2,46
2023-02-12,Fulton,4,40
2023-02-12,Genesee,4,83
2023-02-12,Greene,3,26
2023-02-12,Hamilton,0,5
2023-02-12,Herkimer,0,22
2023-02-12,Jefferson,9,84
2023-02-12,Kings,180,4402
2023-02-12,Lewis,2,17
2023-02-12,Livingston,5,96
2023-02-12,Long Island,201,4697
2023-02-12,Madison,5,70
2023-02-12,Mid-Hudson,141,3072
2023-02-12,Mohawk Valley,30,368
2023-02-12,Monroe,65,1048
2023-02-12,Montgomery,3,38
2023-02-12,Nassau,97,2133
2023-02-12,New York,131,2738
2023-02-12,New York City,619,14155
2023-02-12,Niagara,9,112
2023-02-12,North Country,37,432
2023-02-12,Oneida,19,200
2023-02-12,Onondaga,27,574
2023-02-12,Ontario,9,160
2023-02-12,Orange,31,624
2023-02-12,Orleans,1,45
2023-02-12,Oswego,8,100
2023-02-12,Otsego,3,44
2023-02-12,Putnam,9,134
2023-02-12,Queens,164,3835
2023-02-12,Rensselaer,15,440
2023-02-12,Richmond,37,821
2023-02-12,Rockland,14,421
2023-02-12,STATEWIDE,1412,28463
2023-02-12,Saratoga,27,388
2023-02-12,Schenectady,14,161
2023-02-12,Schoharie,1,24
2023-02-12,Schuyler,1,14
2023-02-12,Seneca,4,40
2023-02-12,Southern Tier,41,644
2023-02-12,St. Lawrence,10,123
2023-02-12,Steuben,7,82
2023-02-12,Suffolk,104,2564
2023-02-12,Sullivan,4,277
2023-02-12,Tioga,1,40
2023-02-12,Tompkins,5,68
2023-02-12,Ulster,9,114
2023-02-12,Warren,10,129
2023-02-12,Washington,7,112
2023-02-12,Wayne,7,144
2023-02-12,Westchester,59,1268
2023-02-12,Western New York,83,877
2023-02-12,Wyoming,7,50
2023-02-12,Yates,0,28
2023-02-11,Albany,30,410
2023-02-11,Allegany,5,75
2023-02-11,Bronx,125,3736
2023-02-11,Broome,21,404
2023-02-11,Capital Region,126,1611
2023-02-11,Cattaraugus,5,65
2023-02-11,Cayuga,9,177
2023-02-11,Central New York,110,1521
2023-02-11,Chautauqua,16,267
2023-02-11,Chemung,12,212
2023-02-11,Chenango,3,67
2023-02-11,Clinton,11,129
2023-02-11,Columbia,13,63
2023-02-11,Cortland,10,113
2023-02-11,Delaware,3,79
2023-02-11,Dutchess,31,412
2023-02-11,Erie,100,880
2023-02-11,Essex,3,59
2023-02-11,Finger Lakes,132,2466
2023-02-11,Franklin,4,67
2023-02-11,Fulton,5,65
2023-02-11,Genesee,2,157
2023-02-11,Greene,3,37
2023-02-11,Hamilton,0,5
2023-02-11,Herkimer,5,101
2023-02-11,Jefferson,13,110
2023-02-11,Kings,236,8087
2023-02-11,Lewis,2,33
2023-02-11,Livingston,7,142
2023-02-11,Long Island,253,6380
2023-02-11,Madison,7,91
2023-02-11,Mid-Hudson,190,4799
2023-02-11,Mohawk Valley,48,788
2023-02-11,Monroe,95,1531
2023-02-11,Montgomery,4,50
2023-02-11,Nassau,120,2998
2023-02-11,New York,143,4611
2023-02-11,New York City,758,23449
2023-02-11,Niagara,24,205
2023-02-11,North Country,40,580
2023-02-11,Oneida,26,417
2023-02-11,Onondaga,65,945
2023-02-11,Ontario,7,194
2023-02-11,Orange,39,984
2023-02-11,Orleans,7,70
2023-02-11,Oswego,19,195
2023-02-11,Otsego,4,108
2023-02-11,Putnam,6,193
2023-02-11,Queens,195,5818
2023-02-11,Rensselaer,16,217
2023-02-11,Richmond,59,1197
2023-02-11,Rockland,19,847
2023-02-11,STATEWIDE,1880,44339
2023-02-11,Saratoga,23,365
2023-02-11,Schenectady,18,202
2023-02-11,Schoharie,4,47
2023-02-11,Schuyler,0,54
2023-02-11,Seneca,5,63
2023-02-11,Southern Tier,73,1253
2023-02-11,St. Lawrence,7,177
2023-02-11,Steuben,1,153
2023-02-11,Suffolk,133,3382
2023-02-11,Sullivan,6,209
2023-02-11,Tioga,15,117
2023-02-11,Tompkins,18,167
2023-02-11,Ulster,16,280
2023-02-11,Warren,12,180
2023-02-11,Washington,11,137
2023-02-11,Wayne,5,215
2023-02-11,Westchester,73,1874
2023-02-11,Western New York,150,1492
2023-02-11,Wyoming,3,49
2023-02-11,Yates,1,45
2023-02-10,Albany,31,468
2023-02-10,Allegany,3,32
2023-02-10,Bronx,165,4328
2023-02-10,Broome,26,406
2023-02-10,Capital Region,158,1878
2023-02-10,Cattaraugus,10,75
2023-02-10,Cayuga,13,203
2023-02-10,Central New York,107,1678
2023-02-10,Chautauqua,11,306
2023-02-10,Chemung,11,272
2023-02-10,Chenango,4,94
2023-02-10,Clinton,16,221
2023-02-10,Columbia,18,65
2023-02-10,Cortland,14,111
2023-02-10,Delaware,8,126
2023-02-10,Dutchess,39,387
2023-02-10,Erie,129,1021
2023-02-10,Essex,2,70
2023-02-10,Finger Lakes,161,2425
2023-02-10,Franklin,8,115
2023-02-10,Fulton,9,64
2023-02-10,Genesee,10,102
2023-02-10,Greene,3,73
2023-02-10,Hamilton,0,7
2023-02-10,Herkimer,3,134
2023-02-10,Jefferson,21,218
2023-02-10,Kings,225,7932
2023-02-10,Lewis,3,40
2023-02-10,Livingston,9,109
2023-02-10,Long Island,266,6360
2023-02-10,Madison,12,127
2023-02-10,Mid-Hudson,329,13959
2023-02-10,Mohawk Valley,59,1088
2023-02-10,Monroe,106,1574
2023-02-10,Montgomery,9,103
2023-02-10,Nassau,132,3115
2023-02-10,New York,170,4944
2023-02-10,New York City,862,24502
2023-02-10,Niagara,30,205
2023-02-10,North Country,68,859
2023-02-10,Oneida,27,589
2023-02-10,Onondaga,49,941
2023-02-10,Ontario,10,213
2023-02-10,Orange,74,1090
2023-02-10,Orleans,6,57
2023-02-10,Oswego,19,296
2023-02-10,Otsego,9,132
2023-02-10,Putnam,20,209
2023-02-10,Queens,253,6019
2023-02-10,Rensselaer,22,224
2023-02-10,Richmond,49,1279
2023-02-10,Rockland,19,9160
2023-02-10,STATEWIDE,2288,55889
2023-02-10,Saratoga,35,330
2023-02-10,Schenectady,24,405
2023-02-10,Schoharie,2,66
2023-02-10,Schuyler,2,99
2023-02-10,Seneca,5,117
2023-02-10,Southern Tier,95,1501
2023-02-10,St. Lawrence,18,188
2023-02-10,Steuben,6,170
2023-02-10,Suffolk,134,3245
2023-02-10,Sullivan,14,555
2023-02-10,Tioga,9,113
2023-02-10,Tompkins,29,221
2023-02-10,Ulster,21,197
2023-02-10,Warren,16,177
2023-02-10,Washington,9,136
2023-02-10,Wayne,13,175
2023-02-10,Westchester,142,2361
2023-02-10,Western New York,183,1639
2023-02-10,Wyoming,2,53
2023-02-10,Yates,0,25
2023-02-09,Albany,42,447
2023-02-09,Allegany,6,45
2023-02-09,Bronx,182,4427
2023-02-09,Broome,26,462
2023-02-09,Capital Region,180,1932
2023-02-09,Cattaraugus,9,125
2023-02-09,Cayuga,12,212
2023-02-09,Central New York,125,1835
2023-02-09,Chautauqua,14,123
2023-02-09,Chemung,12,214
2023-02-09,Chenango,10,91
2023-02-09,Clinton,25,202
2023-02-09,Columbia,25,129
2023-02-09,Cortland,13,116
2023-02-09,Delaware,5,69
2023-02-09,Dutchess,54,856
2023-02-09,Erie,131,1160
2023-02-09,Essex,5,75
2023-02-09,Finger Lakes,156,2170
2023-02-09,Franklin,8,69
2023-02-09,Fulton,8,89
2023-02-09,Genesee,6,97
2023-02-09,Greene,3,52
2023-02-09,Hamilton,0,6
2023-02-09,Herkimer,8,85
2023-02-09,Jefferson,25,241
2023-02-09,Kings,356,9577
2023-02-09,Lewis,7,34
2023-02-09,Livingston,9,76
2023-02-09,Long Island,323,7328
2023-02-09,Madison,12,106
2023-02-09,Mid-Hudson,354,5967
2023-02-09,Mohawk Valley,81,1007
2023-02-09,Monroe,105,1379
2023-02-09,Montgomery,10,120
2023-02-09,Nassau,157,3374
2023-02-09,New York,247,5970
2023-02-09,New York City,1155,28057
2023-02-09,Niagara,25,202
2023-02-09,North Country,87,772
2023-02-09,Oneida,45,546
2023-02-09,Onondaga,73,1148
2023-02-09,Ontario,10,209
2023-02-09,Orange,67,1126
2023-02-09,Orleans,6,61
2023-02-09,Oswego,15,253
2023-02-09,Otsego,6,114
2023-02-09,Putnam,10,172
2023-02-09,Queens,305,6478
2023-02-09,Rensselaer,33,244
2023-02-09,Richmond,65,1605
2023-02-09,Rockland,56,903
2023-02-09,STATEWIDE,2737,52056
2023-02-09,Saratoga,26,451
2023-02-09,Schenectady,25,269
2023-02-09,Schoharie,4,53
2023-02-09,Schuyler,1,50
2023-02-09,Seneca,4,118
2023-02-09,Southern Tier,91,1333
2023-02-09,St. Lawrence,17,145
2023-02-09,Steuben,7,166
2023-02-09,Suffolk,166,3954
2023-02-09,Sullivan,13,278
2023-02-09,Tioga,6,106
2023-02-09,Tompkins,24,175
2023-02-09,Ulster,41,479
2023-02-09,Warren,15,190
2023-02-09,Washington,11,150
2023-02-09,Wayne,10,171
2023-02-09,Westchester,113,2153
2023-02-09,Western New York,185,1655
2023-02-09,Wyoming,5,23
2023-02-09,Yates,1,36
2023-02-08,Albany,43,693
2023-02-08,Allegany,7,62
2023-02-08,Bronx,206,4749
2023-02-08,Broome,36,507
2023-02-08,Capital Region,181,2704
2023-02-08,Cattaraugus,10,97
2023-02-08,Cayuga,14,203
2023-02-08,Central New York,187,2299
2023-02-08,Chautauqua,19,333
2023-02-08,Chemung,15,318
2023-02-08,Chenango,4,89
2023-02-08,Clinton,25,208
2023-02-08,Columbia,9,72
2023-02-08,Cortland,14,141
2023-02-08,Delaware,6,87
2023-02-08,Dutchess,38,390
2023-02-08,Erie,209,1469
2023-02-08,Essex,7,69
2023-02-08,Finger Lakes,194,2984
2023-02-08,Franklin,11,104
2023-02-08,Fulton,6,86
2023-02-08,Genesee,5,123
2023-02-08,Greene,3,84
2023-02-08,Hamilton,2,6
2023-02-08,Herkimer,9,152
2023-02-08,Jefferson,25,243
2023-02-08,Kings,313,8738
2023-02-08,Lewis,1,50
2023-02-08,Livingston,4,129
2023-02-08,Long Island,330,8290
2023-02-08,Madison,14,151
2023-02-08,Mid-Hudson,325,5560
2023-02-08,Mohawk Valley,82,1212
2023-02-08,Monroe,131,1897
2023-02-08,Montgomery,5,131
2023-02-08,Nassau,165,3861
2023-02-08,New York,215,5684
2023-02-08,New York City,1107,27638
2023-02-08,Niagara,67,630
2023-02-08,North Country,90,929
2023-02-08,Oneida,52,700
2023-02-08,Onondaga,126,1539
2023-02-08,Ontario,18,271
2023-02-08,Orange,68,1034
2023-02-08,Orleans,5,85
2023-02-08,Oswego,19,265
2023-02-08,Otsego,3,95
2023-02-08,Putnam,14,235
2023-02-08,Queens,286,6928
2023-02-08,Rensselaer,30,417
2023-02-08,Richmond,87,1539
2023-02-08,Rockland,28,836
2023-02-08,STATEWIDE,2911,55748
2023-02-08,Saratoga,43,576
2023-02-08,Schenectady,32,473
2023-02-08,Schoharie,7,48
2023-02-08,Schuyler,1,93
2023-02-08,Seneca,4,72
2023-02-08,Southern Tier,103,1541
2023-02-08,St. Lawrence,19,249
2023-02-08,Steuben,11,161
2023-02-08,Suffolk,165,4429
2023-02-08,Sullivan,9,209
2023-02-08,Tioga,8,105
2023-02-08,Tompkins,22,181
2023-02-08,Ulster,20,236
2023-02-08,Warren,9,213
2023-02-08,Washington,12,176
2023-02-08,Wayne,17,247
2023-02-08,Westchester,148,2620
2023-02-08,Western New York,312,2591
2023-02-08,Wyoming,8,91
2023-02-08,Yates,2,69
2023-02-07,Albany,50,593
2023-02-07,Allegany,3,52
2023-02-07,Bronx,186,3838
2023-02-07,Broome,29,631
2023-02-07,Capital Region,158,2097
2023-02-07,Cattaraugus,15,100
2023-02-07,Cayuga,16,236
2023-02-07,Central New York,134,1682
2023-02-07,Chautauqua,13,91
2023-02-07,Chemung,9,400
2023-02-07,Chenango,9,121
2023-02-07,Clinton,23,198
2023-02-07,Columbia,11,62
2023-02-07,Cortland,9,119
2023-02-07,Delaware,7,104
2023-02-07,Dutchess,45,475
2023-02-07,Erie,171,1214
2023-02-07,Essex,10,91
2023-02-07,Finger Lakes,168,2569
2023-02-07,Franklin,12,114
2023-02-07,Fulton,8,79
2023-02-07,Genesee,7,88
2023-02-07,Greene,10,62
2023-02-07,Hamilton,0,5
2023-02-07,Herkimer,12,157
2023-02-07,Jefferson,14,220
2023-02-07,Kings,301,7049
2023-02-07,Lewis,3,61
2023-02-07,Livingston,5,129
2023-02-07,Long Island,348,7238
2023-02-07,Madison,6,147
2023-02-07,Mid-Hudson,374,5892
2023-02-07,Mohawk Valley,97,1212
2023-02-07,Monroe,113,1583
2023-02-07,Montgomery,9,116
2023-02-07,Nassau,169,3561
2023-02-07,New York,187,4714
2023-02-07,New York City,1003,22134
2023-02-07,Niagara,35,247
2023-02-07,North Country,85,934
2023-02-07,Oneida,58,652
2023-02-07,Onondaga,75,898
2023-02-07,Ontario,20,251
2023-02-07,Orange,94,1299
2023-02-07,Orleans,8,75
2023-02-07,Oswego,28,282
2023-02-07,Otsego,6,141
2023-02-07,Putnam,10,238
2023-02-07,Queens,257,5366
2023-02-07,Rensselaer,16,264
2023-02-07,Richmond,72,1167
2023-02-07,Rockland,42,808
2023-02-07,STATEWIDE,2700,47413
2023-02-07,Saratoga,31,421
2023-02-07,Schenectady,23,375
2023-02-07,Schoharie,4,67
2023-02-07,Schuyler,5,82
2023-02-07,Seneca,3,94
2023-02-07,Southern Tier,96,1951
2023-02-07,St. Lawrence,23,245
2023-02-07,Steuben,10,208
2023-02-07,Suffolk,179,3677
2023-02-07,Sullivan,19,266
2023-02-07,Tioga,6,171
2023-02-07,Tompkins,21,234
2023-02-07,Ulster,31,233
2023-02-07,Warren,8,191
2023-02-07,Washington,9,129
2023-02-07,Wayne,9,231
2023-02-07,Westchester,133,2573
2023-02-07,Western New York,237,1704
2023-02-07,Wyoming,3,32
2023-02-07,Yates,0,86
2023-02-06,Albany,25,346
2023-02-06,Allegany,4,54
2023-02-06,Bronx,143,2750
2023-02-06,Broome,17,1231
2023-02-06,Capital Region,81,1047
2023-02-06,Cattaraugus,9,63
2023-02-06,Cayuga,8,109
2023-02-06,Central New York,82,901
2023-02-06,Chautauqua,23,93
2023-02-06,Chemung,4,79
2023-02-06,Chenango,3,48
2023-02-06,Clinton,16,144
2023-02-06,Columbia,6,34
2023-02-06,Cortland,6,72
2023-02-06,Delaware,2,59
2023-02-06,Dutchess,29,219
2023-02-06,Erie,102,721
2023-02-06,Essex,3,40
2023-02-06,Finger Lakes,130,1603
2023-02-06,Franklin,4,70
2023-02-06,Fulton,4,42
2023-02-06,Genesee,6,74
2023-02-06,Greene,1,30
2023-02-06,Hamilton,0,3
2023-02-06,Herkimer,6,122
2023-02-06,Jefferson,22,230
2023-02-06,Kings,183,5738
2023-02-06,Lewis,2,26
2023-02-06,Livingston,4,67
2023-02-06,Long Island,213,4938
2023-02-06,Madison,11,120
2023-02-06,Mid-Hudson,245,4475
2023-02-06,Mohawk Valley,64,913
2023-02-06,Monroe,90,1040
2023-02-06,Montgomery,4,79
2023-02-06,Nassau,116,2416
2023-02-06,New York,118,3213
2023-02-06,New York City,644,15928
2023-02-06,Niagara,24,181
2023-02-06,North Country,57,636
2023-02-06,Oneida,42,565
2023-02-06,Onondaga,44,455
2023-02-06,Ontario,5,125
2023-02-06,Orange,44,745
2023-02-06,Orleans,15,52
2023-02-06,Oswego,13,145
2023-02-06,Otsego,3,72
2023-02-06,Putnam,9,128
2023-02-06,Queens,160,3423
2023-02-06,Rensselaer,13,159
2023-02-06,Richmond,40,804
2023-02-06,Rockland,32,1124
2023-02-06,STATEWIDE,1729,33380
2023-02-06,Saratoga,15,222
2023-02-06,Schenectady,10,109
2023-02-06,Schoharie,5,33
2023-02-06,Schuyler,2,31
2023-02-06,Seneca,2,45
2023-02-06,Southern Tier,51,1827
2023-02-06,St. Lawrence,10,123
2023-02-06,Steuben,9,86
2023-02-06,Suffolk,97,2522
2023-02-06,Sullivan,17,201
2023-02-06,Tioga,2,155
2023-02-06,Tompkins,12,138
2023-02-06,Ulster,15,112
2023-02-06,Warren,6,52
2023-02-06,Washington,5,95
2023-02-06,Wayne,6,106
2023-02-06,Westchester,99,1946
2023-02-06,Western New York,162,1112
2023-02-06,Wyoming,2,59
2023-02-06,Yates,0,35
2023-02-05,Albany,22,419
2023-02-05,Allegany,2,30
2023-02-05,Bronx,111,2082
2023-02-05,Broome,13,190
2023-02-05,Capital Region,90,1562
2023-02-05,Cattaraugus,3,50
2023-02-05,Cayuga,11,118
2023-02-05,Central New York,66,919
2023-02-05,Chautauqua,6,55
2023-02-05,Chemung,5,63
2023-02-05,Chenango,3,68
2023-02-05,Clinton,12,99
2023-02-05,Columbia,5,40
2023-02-05,Cortland,6,47
2023-02-05,Delaware,8,44
2023-02-05,Dutchess,21,258
2023-02-05,Erie,75,636
2023-02-05,Essex,4,46
2023-02-05,Finger Lakes,90,1786
2023-02-05,Franklin,1,47
2023-02-05,Fulton,1,53
2023-02-05,Genesee,1,69
2023-02-05,Greene,2,28
2023-02-05,Hamilton,0,8
2023-02-05,Herkimer,7,56
2023-02-05,Jefferson,12,116
2023-02-05,Kings,183,3660
2023-02-05,Lewis,1,26
2023-02-05,Livingston,5,78
2023-02-05,Long Island,229,4268
2023-02-05,Madison,2,65
2023-02-05,Mid-Hudson,165,2538
2023-02-05,Mohawk Valley,24,532
2023-02-05,Monroe,58,1102
2023-02-05,Montgomery,4,110
2023-02-05,Nassau,131,2058
2023-02-05,New York,104,2060
2023-02-05,New York City,612,12331
2023-02-05,Niagara,17,130
2023-02-05,North Country,32,452
2023-02-05,Oneida,7,191
2023-02-05,Onondaga,32,548
2023-02-05,Ontario,8,180
2023-02-05,Orange,38,487
2023-02-05,Orleans,3,45
2023-02-05,Oswego,15,141
2023-02-05,Otsego,5,91
2023-02-05,Putnam,5,123
2023-02-05,Queens,172,3739
2023-02-05,Rensselaer,12,437
2023-02-05,Richmond,42,790
2023-02-05,Rockland,23,345
2023-02-05,STATEWIDE,1452,25835
2023-02-05,Saratoga,22,327
2023-02-05,Schenectady,16,123
2023-02-05,Schoharie,0,31
2023-02-05,Schuyler,0,10
2023-02-05,Seneca,1,41
2023-02-05,Southern Tier,41,546
2023-02-05,St. Lawrence,2,110
2023-02-05,Steuben,2,80
2023-02-05,Suffolk,98,2210
2023-02-05,Sullivan,4,125
2023-02-05,Tioga,1,39
2023-02-05,Tompkins,9,52
2023-02-05,Ulster,12,131
2023-02-05,Warren,5,109
2023-02-05,Washington,6,79
2023-02-05,Wayne,4,175
2023-02-05,Westchester,62,1069
2023-02-05,Western New York,103,901
2023-02-05,Wyoming,5,67
2023-02-05,Yates,5,29
2023-02-04,Albany,41,437
2023-02-04,Allegany,3,56
2023-02-04,Bronx,172,3280
2023-02-04,Broome,16,387
2023-02-04,Capital Region,130,1924
2023-02-04,Cattaraugus,5,72
2023-02-04,Cayuga,10,150
2023-02-04,Central New York,103,1454
2023-02-04,Chautauqua,12,90
2023-02-04,Chemung,8,171
2023-02-04,Chenango,6,61
2023-02-04,Clinton,9,130
2023-02-04,Columbia,3,39
2023-02-04,Cortland,8,124
2023-02-04,Delaware,2,60
2023-02-04,Dutchess,19,369
2023-02-04,Erie,112,895
2023-02-04,Essex,5,71
2023-02-04,Finger Lakes,129,2302
2023-02-04,Franklin,7,77
2023-02-04,Fulton,3,53
2023-02-04,Genesee,4,87
2023-02-04,Greene,4,33
2023-02-04,Hamilton,1,7
2023-02-04,Herkimer,12,97
2023-02-04,Jefferson,15,136
2023-02-04,Kings,244,6538
2023-02-04,Lewis,0,29
2023-02-04,Livingston,6,125
2023-02-04,Long Island,305,6542
2023-02-04,Madison,6,88
2023-02-04,Mid-Hudson,226,4380
2023-02-04,Mohawk Valley,54,702
2023-02-04,Monroe,79,1412
2023-02-04,Montgomery,15,137
2023-02-04,Nassau,155,3066
2023-02-04,New York,144,3969
2023-02-04,New York City,847,19884
2023-02-04,Niagara,25,347
2023-02-04,North Country,42,605
2023-02-04,Oneida,20,337
2023-02-04,Onondaga,57,882
2023-02-04,Ontario,18,212
2023-02-04,Orange,45,885
2023-02-04,Orleans,4,64
2023-02-04,Oswego,22,210
2023-02-04,Otsego,4,49
2023-02-04,Putnam,11,164
2023-02-04,Queens,225,4973
2023-02-04,Rensselaer,25,346
2023-02-04,Richmond,62,1124
2023-02-04,Rockland,33,673
2023-02-04,STATEWIDE,2057,40475
2023-02-04,Saratoga,21,401
2023-02-04,Schenectady,28,396
2023-02-04,Schoharie,0,29
2023-02-04,Schuyler,0,63
2023-02-04,Seneca,1,51
2023-02-04,Southern Tier,64,1222
2023-02-04,St. Lawrence,5,155
2023-02-04,Steuben,10,197
2023-02-04,Suffolk,150,3476
2023-02-04,Sullivan,16,265
2023-02-04,Tioga,8,105
2023-02-04,Tompkins,14,178
2023-02-04,Ulster,15,223
2023-02-04,Warren,2,160
2023-02-04,Washington,6,112
2023-02-04,Wayne,11,218
2023-02-04,Westchester,87,1801
2023-02-04,Western New York,157,1460
2023-02-04,Wyoming,3,38
2023-02-04,Yates,3,95
2023-02-03,Albany,38,542
2023-02-03,Allegany,3,56
2023-02-03,Bronx,190,3956
2023-02-03,Broome,33,402
2023-02-03,Capital Region,157,2109
2023-02-03,Cattaraugus,12,76
2023-02-03,Cayuga,15,227
2023-02-03,Central New York,150,1635
2023-02-03,Chautauqua,21,153
2023-02-03,Chemung,13,284
2023-02-03,Chenango,5,88
2023-02-03,Clinton,21,222
2023-02-03,Columbia,8,61
2023-02-03,Cortland,9,114
2023-02-03,Delaware,5,90
2023-02-03,Dutchess,39,395
2023-02-03,Erie,159,1223
2023-02-03,Essex,5,74
2023-02-03,Finger Lakes,155,2639
2023-02-03,Franklin,7,97
2023-02-03,Fulton,8,74
2023-02-03,Genesee,11,97
2023-02-03,Greene,6,53
2023-02-03,Hamilton,0,14
2023-02-03,Herkimer,20,174
2023-02-03,Jefferson,13,202
2023-02-03,Kings,338,7911
2023-02-03,Lewis,9,65
2023-02-03,Livingston,9,136
2023-02-03,Long Island,335,6748
2023-02-03,Madison,10,121
2023-02-03,Mid-Hudson,372,5178
2023-02-03,Mohawk Valley,88,1104
2023-02-03,Monroe,96,1664
2023-02-03,Montgomery,9,142
2023-02-03,Nassau,164,3203
2023-02-03,New York,205,5255
2023-02-03,New York City,1066,24429
2023-02-03,Niagara,31,201
2023-02-03,North Country,62,828
2023-02-03,Oneida,30,510
2023-02-03,Onondaga,85,968
2023-02-03,Ontario,9,214
2023-02-03,Orange,57,974
2023-02-03,Orleans,10,78
2023-02-03,Oswego,31,205
2023-02-03,Otsego,17,139
2023-02-03,Putnam,25,240
2023-02-03,Queens,282,6047
2023-02-03,Rensselaer,29,220
2023-02-03,Richmond,51,1260
2023-02-03,Rockland,40,726
2023-02-03,STATEWIDE,2701,47795
2023-02-03,Saratoga,38,478
2023-02-03,Schenectady,24,413
2023-02-03,Schoharie,4,65
2023-02-03,Schuyler,2,83
2023-02-03,Seneca,2,95
2023-02-03,Southern Tier,90,1416
2023-02-03,St. Lawrence,7,154
2023-02-03,Steuben,14,183
2023-02-03,Suffolk,171,3545
2023-02-03,Sullivan,13,199
2023-02-03,Tioga,6,100
2023-02-03,Tompkins,12,186
2023-02-03,Ulster,34,237
2023-02-03,Warren,5,179
2023-02-03,Washington,9,163
2023-02-03,Wayne,9,226
2023-02-03,Westchester,164,2407
2023-02-03,Western New York,226,1709
2023-02-03,Wyoming,6,68
2023-02-03,Yates,3,61
2023-02-02,Albany,51,420
2023-02-02,Allegany,2,36
2023-02-02,Bronx,255,4610
2023-02-02,Broome,34,363
2023-02-02,Capital Region,206,1660
2023-02-02,Cattaraugus,13,75
2023-02-02,Cayuga,19,199
2023-02-02,Central New York,147,1634
2023-02-02,Chautauqua,20,138
2023-02-02,Chemung,11,220
2023-02-02,Chenango,10,77
2023-02-02,Clinton,18,188
2023-02-02,Columbia,14,62
2023-02-02,Cortland,14,120
2023-02-02,Delaware,6,84
2023-02-02,Dutchess,65,402
2023-02-02,Erie,158,1237
2023-02-02,Essex,11,69
2023-02-02,Finger Lakes,178,2240
2023-02-02,Franklin,4,77
2023-02-02,Fulton,5,81
2023-02-02,Genesee,9,98
2023-02-02,Greene,8,44
2023-02-02,Hamilton,1,8
2023-02-02,Herkimer,10,131
2023-02-02,Jefferson,33,259
2023-02-02,Kings,481,8350
2023-02-02,Lewis,6,39
2023-02-02,Livingston,4,106
2023-02-02,Long Island,375,7274
2023-02-02,Madison,4,111
2023-02-02,Mid-Hudson,419,5251
2023-02-02,Mohawk Valley,70,992
2023-02-02,Monroe,124,1439
2023-02-02,Montgomery,10,147
2023-02-02,Nassau,193,3460
2023-02-02,New York,233,5198
2023-02-02,New York City,1395,26112
2023-02-02,Niagara,49,200
2023-02-02,North Country,86,800
2023-02-02,Oneida,26,472
2023-02-02,Onondaga,85,934
2023-02-02,Ontario,23,222
2023-02-02,Orange,76,1055
2023-02-02,Orleans,3,64
2023-02-02,Oswego,25,270
2023-02-02,Otsego,14,109
2023-02-02,Putnam,16,215
2023-02-02,Queens,360,6462
2023-02-02,Rensselaer,28,205
2023-02-02,Richmond,66,1492
2023-02-02,Rockland,55,782
2023-02-02,STATEWIDE,3206,48960
2023-02-02,Saratoga,35,375
2023-02-02,Schenectady,35,233
2023-02-02,Schoharie,5,52
2023-02-02,Schuyler,0,102
2023-02-02,Seneca,2,62
2023-02-02,Southern Tier,88,1311
2023-02-02,St. Lawrence,13,160
2023-02-02,Steuben,5,179
2023-02-02,Suffolk,182,3814
2023-02-02,Sullivan,16,219
2023-02-02,Tioga,8,121
2023-02-02,Tompkins,14,165
2023-02-02,Ulster,30,325
2023-02-02,Warren,11,176
2023-02-02,Washington,24,145
2023-02-02,Wayne,10,174
2023-02-02,Westchester,161,2253
2023-02-02,Western New York,242,1686
2023-02-02,Wyoming,3,30
2023-02-02,Yates,0,45
2023-02-01,Albany,59,639
2023-02-01,Allegany,5,70
2023-02-01,Bronx,262,4727
2023-02-01,Broome,39,470
2023-02-01,Capital Region,183,2154
2023-02-01,Cattaraugus,7,70
2023-02-01,Cayuga,15,232
2023-02-01,Central New York,126,1741
2023-02-01,Chautauqua,15,185
2023-02-01,Chemung,6,234
2023-02-01,Chenango,6,87
2023-02-01,Clinton,13,200
2023-02-01,Columbia,14,77
2023-02-01,Cortland,6,99
2023-02-01,Delaware,4,70
2023-02-01,Dutchess,82,820
2023-02-01,Erie,160,1378
2023-02-01,Essex,6,61
2023-02-01,Finger Lakes,187,2894
2023-02-01,Franklin,13,117
2023-02-01,Fulton,13,83
2023-02-01,Genesee,7,112
