test_date,county,new_positives,total_number_of_tests_performed
2023-04-07,Essex,1,68
2023-04-07,Finger Lakes,75,1436
2023-04-07,Franklin,1,44
2023-04-07,Fulton,1,36
2023-04-07,Genesee,0,55
2023-04-07,Greene,0,23
2023-04-07,Hamilton,0,4
2023-04-07,Herkimer,1,69
2023-04-07,Jefferson,2,99
2023-04-07,Kings,61,6252
2023-04-07,Lewis,3,24
2023-04-07,Livingston,4,58
2023-04-07,Long Island,59,3102
2023-04-07,Madison,6,60
2023-04-07,Mid-Hudson,72,2785
2023-04-07,Mohawk Valley,9,501
2023-04-07,Monroe,47,918
2023-04-07,Montgomery,0,20
2023-04-07,Nassau,32,1484
2023-04-07,New York,54,2362
2023-04-07,New York City,209,13952
2023-04-07,Niagara,11,87
2023-04-07,North Country,17,469
2023-04-07,Oneida,3,261
2023-04-07,Onondaga,15,575
2023-04-07,Ontario,7,129
2023-04-07,Orange,9,865
2023-04-07,Orleans,2,32
2023-04-07,Oswego,9,146
2023-04-07,Otsego,2,76
2023-04-07,Putnam,7,75
2023-04-07,Queens,56,2949
2023-04-07,Rensselaer,6,156
2023-04-07,Richmond,14,703
2023-04-07,Rockland,7,294
2023-04-07,STATEWIDE,635,27413
2023-04-07,Saratoga,7,202
2023-04-07,Schenectady,13,240
2023-04-07,Schoharie,2,39
2023-04-07,Schuyler,1,54
2023-04-07,Seneca,2,46
2023-04-07,Southern Tier,60,2124
2023-04-07,St. Lawrence,3,108
2023-04-07,Steuben,20,527
2023-04-07,Suffolk,27,1618
2023-04-07,Sullivan,3,138
2023-04-07,Tioga,6,293
2023-04-07,Tompkins,5,238
2023-04-07,Ulster,5,162
2023-04-07,Warren,5,109
2023-04-07,Washington,2,53
2023-04-07,Wayne,10,155
2023-04-07,Westchester,34,1061
2023-04-07,Western New York,44,626
2023-04-07,Wyoming,0,13
2023-04-07,Yates,3,30
2023-04-06,Albany,12,242
2023-04-06,Allegany,3,41
2023-04-06,Bronx,41,2305
2023-04-06,Broome,9,281
2023-04-06,Capital Region,86,1041
2023-04-06,Cattaraugus,4,61
2023-04-06,Cayuga,3,92
2023-04-06,Central New York,30,857
2023-04-06,Chautauqua,7,210
2023-04-06,Chemung,1,65
2023-04-06,Chenango,3,132
2023-04-06,Clinton,9,148
2023-04-06,Columbia,10,40
2023-04-06,Cortland,1,32
2023-04-06,Delaware,2,49
2023-04-06,Dutchess,4,141
2023-04-06,Erie,41,624
2023-04-06,Essex,0,51
2023-04-06,Finger Lakes,66,1430
2023-04-06,Franklin,2,68
2023-04-06,Fulton,2,49
2023-04-06,Genesee,1,70
2023-04-06,Greene,13,33
2023-04-06,Hamilton,0,0
2023-04-06,Herkimer,3,67
2023-04-06,Jefferson,4,123
2023-04-06,Kings,67,6062
2023-04-06,Lewis,2,24
2023-04-06,Livingston,2,53
2023-04-06,Long Island,112,4447
2023-04-06,Madison,4,71
2023-04-06,Mid-Hudson,108,7718
2023-04-06,Mohawk Valley,22,570
2023-04-06,Monroe,46,854
2023-04-06,Montgomery,7,34
2023-04-06,Nassau,57,2233
2023-04-06,New York,70,2922
2023-04-06,New York City,252,16040
2023-04-06,Niagara,13,212
2023-04-06,North Country,21,527
2023-04-06,Oneida,5,300
2023-04-06,Onondaga,17,508
2023-04-06,Ontario,6,138
2023-04-06,Orange,17,2135
2023-04-06,Orleans,1,34
2023-04-06,Oswego,5,154
2023-04-06,Otsego,3,88
2023-04-06,Putnam,2,119
2023-04-06,Queens,60,3725
2023-04-06,Rensselaer,12,113
2023-04-06,Richmond,14,1026
2023-04-06,Rockland,44,3688
2023-04-06,STATEWIDE,793,34504
2023-04-06,Saratoga,11,230
2023-04-06,Schenectady,9,116
2023-04-06,Schoharie,2,32
2023-04-06,Schuyler,0,12
2023-04-06,Seneca,0,38
2023-04-06,Southern Tier,28,726
2023-04-06,St. Lawrence,4,113
2023-04-06,Steuben,4,49
2023-04-06,Suffolk,55,2214
2023-04-06,Sullivan,6,157
2023-04-06,Tioga,3,48
2023-04-06,Tompkins,6,90
2023-04-06,Ulster,3,172
2023-04-06,Warren,5,163
2023-04-06,Washington,14,104
2023-04-06,Wayne,8,198
2023-04-06,Westchester,32,1306
2023-04-06,Western New York,68,1148
2023-04-06,Wyoming,2,12
2023-04-06,Yates,0,33
2023-04-05,Albany,10,276
2023-04-05,Allegany,3,96
2023-04-05,Bronx,49,3017
2023-04-05,Broome,19,350
2023-04-05,Capital Region,45,1076
2023-04-05,Cattaraugus,13,215
2023-04-05,Cayuga,4,175
2023-04-05,Central New York,41,970
2023-04-05,Chautauqua,5,297
2023-04-05,Chemung,2,83
2023-04-05,Chenango,3,66
2023-04-05,Clinton,6,192
2023-04-05,Columbia,3,24
2023-04-05,Cortland,1,29
2023-04-05,Delaware,2,84
2023-04-05,Dutchess,13,265
2023-04-05,Erie,51,749
2023-04-05,Essex,3,70
2023-04-05,Finger Lakes,80,1561
2023-04-05,Franklin,2,76
2023-04-05,Fulton,2,36
2023-04-05,Genesee,4,65
2023-04-05,Greene,0,42
2023-04-05,Hamilton,0,3
2023-04-05,Herkimer,3,93
2023-04-05,Jefferson,5,141
2023-04-05,Kings,87,6466
2023-04-05,Lewis,1,28
2023-04-05,Livingston,3,62
2023-04-05,Long Island,151,4936
2023-04-05,Madison,11,90
2023-04-05,Mid-Hudson,219,24852
2023-04-05,Mohawk Valley,13,597
2023-04-05,Monroe,37,880
2023-04-05,Montgomery,5,44
2023-04-05,Nassau,83,2446
2023-04-05,New York,89,3362
2023-04-05,New York City,302,18208
2023-04-05,Niagara,12,132
2023-04-05,North Country,20,646
2023-04-05,Oneida,2,280
2023-04-05,Onondaga,18,528
2023-04-05,Ontario,6,131
2023-04-05,Orange,29,1539
2023-04-05,Orleans,3,50
2023-04-05,Oswego,7,148
2023-04-05,Otsego,1,111
2023-04-05,Putnam,2,126
2023-04-05,Queens,66,4556
2023-04-05,Rensselaer,9,97
2023-04-05,Richmond,11,807
2023-04-05,Rockland,115,20345
2023-04-05,STATEWIDE,996,55143
2023-04-05,Saratoga,8,235
2023-04-05,Schenectady,10,173
2023-04-05,Schoharie,0,33
2023-04-05,Schuyler,0,19
2023-04-05,Seneca,1,86
2023-04-05,Southern Tier,41,808
2023-04-05,St. Lawrence,3,136
2023-04-05,Steuben,8,68
2023-04-05,Suffolk,68,2490
2023-04-05,Sullivan,8,593
2023-04-05,Tioga,1,60
2023-04-05,Tompkins,6,78
2023-04-05,Ulster,9,274
2023-04-05,Warren,3,135
2023-04-05,Washington,2,94
2023-04-05,Wayne,22,214
2023-04-05,Westchester,43,1710
2023-04-05,Western New York,84,1489
2023-04-05,Wyoming,2,47
2023-04-05,Yates,2,26
2023-04-04,Albany,11,179
2023-04-04,Allegany,3,30
2023-04-04,Bronx,37,2111
2023-04-04,Broome,8,359
2023-04-04,Capital Region,36,920
2023-04-04,Cattaraugus,2,21
2023-04-04,Cayuga,5,187
2023-04-04,Central New York,50,1046
2023-04-04,Chautauqua,6,187
2023-04-04,Chemung,3,49
2023-04-04,Chenango,2,152
2023-04-04,Clinton,3,127
2023-04-04,Columbia,1,36
2023-04-04,Cortland,1,39
2023-04-04,Delaware,2,53
2023-04-04,Dutchess,13,375
2023-04-04,Erie,51,754
2023-04-04,Essex,1,63
2023-04-04,Finger Lakes,70,1455
2023-04-04,Franklin,0,61
2023-04-04,Fulton,5,66
2023-04-04,Genesee,4,54
2023-04-04,Greene,0,13
2023-04-04,Hamilton,0,3
2023-04-04,Herkimer,3,198
2023-04-04,Jefferson,4,172
2023-04-04,Kings,113,8980
2023-04-04,Lewis,1,39
2023-04-04,Livingston,2,38
2023-04-04,Long Island,144,4851
2023-04-04,Madison,2,57
2023-04-04,Mid-Hudson,122,4200
2023-04-04,Mohawk Valley,21,723
2023-04-04,Monroe,43,863
2023-04-04,Montgomery,1,24
2023-04-04,Nassau,66,2392
2023-04-04,New York,69,2791
2023-04-04,New York City,310,18251
2023-04-04,Niagara,8,97
2023-04-04,North Country,10,593
2023-04-04,Oneida,9,317
2023-04-04,Onondaga,31,598
2023-04-04,Ontario,6,139
2023-04-04,Orange,25,1507
2023-04-04,Orleans,0,29
2023-04-04,Oswego,11,165
2023-04-04,Otsego,3,90
2023-04-04,Putnam,4,80
2023-04-04,Queens,70,3464
2023-04-04,Rensselaer,1,113
2023-04-04,Richmond,21,905
2023-04-04,Rockland,8,521
2023-04-04,STATEWIDE,862,33939
2023-04-04,Saratoga,10,229
2023-04-04,Schenectady,7,97
2023-04-04,Schoharie,0,28
2023-04-04,Schuyler,0,4
2023-04-04,Seneca,4,72
2023-04-04,Southern Tier,29,811
2023-04-04,St. Lawrence,1,128
2023-04-04,Steuben,3,50
2023-04-04,Suffolk,78,2459
2023-04-04,Sullivan,3,181
2023-04-04,Tioga,2,56
2023-04-04,Tompkins,9,88
2023-04-04,Ulster,9,192
2023-04-04,Warren,4,149
2023-04-04,Washington,2,104
2023-04-04,Wayne,10,201
2023-04-04,Westchester,60,1344
2023-04-04,Western New York,70,1089
2023-04-04,Wyoming,0,40
2023-04-04,Yates,1,19
2023-04-03,Albany,13,179
2023-04-03,Allegany,2,24
2023-04-03,Bronx,19,1469
2023-04-03,Broome,6,213
2023-04-03,Capital Region,53,1050
2023-04-03,Cattaraugus,4,20
2023-04-03,Cayuga,3,55
2023-04-03,Central New York,45,813
2023-04-03,Chautauqua,2,31
2023-04-03,Chemung,0,32
2023-04-03,Chenango,2,77
2023-04-03,Clinton,2,118
2023-04-03,Columbia,1,19
2023-04-03,Cortland,2,27
2023-04-03,Delaware,1,48
2023-04-03,Dutchess,12,264
2023-04-03,Erie,26,490
2023-04-03,Essex,2,34
2023-04-03,Finger Lakes,48,1112
2023-04-03,Franklin,1,55
2023-04-03,Fulton,3,15
2023-04-03,Genesee,0,43
2023-04-03,Greene,1,26
2023-04-03,Hamilton,0,0
2023-04-03,Herkimer,2,51
2023-04-03,Jefferson,8,141
2023-04-03,Kings,173,13756
2023-04-03,Lewis,1,20
2023-04-03,Livingston,4,40
2023-04-03,Long Island,86,3406
2023-04-03,Madison,3,55
2023-04-03,Mid-Hudson,149,20674
2023-04-03,Mohawk Valley,15,476
2023-04-03,Monroe,24,623
2023-04-03,Montgomery,3,25
2023-04-03,Nassau,40,1603
2023-04-03,New York,52,1854
2023-04-03,New York City,322,20598
2023-04-03,Niagara,7,93
2023-04-03,North Country,18,459
2023-04-03,Oneida,5,311
2023-04-03,Onondaga,23,525
2023-04-03,Ontario,9,117
2023-04-03,Orange,14,657
2023-04-03,Orleans,1,31
2023-04-03,Oswego,14,151
2023-04-03,Otsego,2,56
2023-04-03,Putnam,4,85
2023-04-03,Queens,52,2270
2023-04-03,Rensselaer,7,91
2023-04-03,Richmond,26,1249
2023-04-03,Rockland,80,17404
2023-04-03,STATEWIDE,792,49788
2023-04-03,Saratoga,13,245
2023-04-03,Schenectady,15,337
2023-04-03,Schoharie,0,18
2023-04-03,Schuyler,0,2
2023-04-03,Seneca,3,42
2023-04-03,Southern Tier,15,542
2023-04-03,St. Lawrence,4,91
2023-04-03,Steuben,1,38
2023-04-03,Suffolk,46,1803
2023-04-03,Sullivan,7,786
2023-04-03,Tioga,2,46
2023-04-03,Tompkins,3,86
2023-04-03,Ulster,7,244
2023-04-03,Warren,2,59
2023-04-03,Washington,1,94
2023-04-03,Wayne,5,158
2023-04-03,Westchester,25,1234
2023-04-03,Western New York,41,658
2023-04-03,Wyoming,2,6
2023-04-03,Yates,0,52
2023-04-02,Albany,7,132
2023-04-02,Allegany,0,12
2023-04-02,Bronx,36,1688
2023-04-02,Broome,7,162
2023-04-02,Capital Region,24,525
2023-04-02,Cattaraugus,0,6
2023-04-02,Cayuga,2,63
2023-04-02,Central New York,35,553
2023-04-02,Chautauqua,0,27
2023-04-02,Chemung,2,40
2023-04-02,Chenango,1,32
2023-04-02,Clinton,2,121
2023-04-02,Columbia,1,14
2023-04-02,Cortland,0,16
2023-04-02,Delaware,0,23
2023-04-02,Dutchess,9,138
2023-04-02,Erie,21,415
2023-04-02,Essex,0,21
2023-04-02,Finger Lakes,36,834
2023-04-02,Franklin,3,42
2023-04-02,Fulton,0,15
2023-04-02,Genesee,1,33
2023-04-02,Greene,1,28
2023-04-02,Hamilton,0,1
2023-04-02,Herkimer,0,23
2023-04-02,Jefferson,2,68
2023-04-02,Kings,62,3990
2023-04-02,Lewis,0,12
2023-04-02,Livingston,0,30
2023-04-02,Long Island,104,3478
2023-04-02,Madison,2,31
2023-04-02,Mid-Hudson,88,2586
2023-04-02,Mohawk Valley,6,274
2023-04-02,Monroe,19,503
2023-04-02,Montgomery,2,10
2023-04-02,Nassau,61,1689
2023-04-02,New York,38,1765
2023-04-02,New York City,200,10913
2023-04-02,Niagara,5,81
2023-04-02,North Country,10,349
2023-04-02,Oneida,3,165
2023-04-02,Onondaga,21,333
2023-04-02,Ontario,4,86
2023-04-02,Orange,32,802
2023-04-02,Orleans,1,30
2023-04-02,Oswego,10,110
2023-04-02,Otsego,0,52
2023-04-02,Putnam,5,75
2023-04-02,Queens,52,2807
2023-04-02,Rensselaer,2,53
2023-04-02,Richmond,12,663
2023-04-02,Rockland,7,313
2023-04-02,STATEWIDE,542,20415
2023-04-02,Saratoga,5,125
2023-04-02,Schenectady,3,72
2023-04-02,Schoharie,1,9
2023-04-02,Schuyler,0,3
2023-04-02,Seneca,1,35
2023-04-02,Southern Tier,13,362
2023-04-02,St. Lawrence,3,84
2023-04-02,Steuben,2,37
2023-04-02,Suffolk,43,1789
2023-04-02,Sullivan,1,160
2023-04-02,Tioga,0,25
2023-04-02,Tompkins,1,40
2023-04-02,Ulster,1,78
2023-04-02,Warren,1,63
2023-04-02,Washington,4,38
2023-04-02,Wayne,10,89
2023-04-02,Westchester,33,1020
2023-04-02,Western New York,26,541
2023-04-02,Wyoming,0,4
2023-04-02,Yates,0,24
2023-04-01,Albany,16,225
2023-04-01,Allegany,1,27
2023-04-01,Bronx,41,2447
2023-04-01,Broome,6,317
2023-04-01,Capital Region,44,938
2023-04-01,Cattaraugus,1,35
2023-04-01,Cayuga,4,89
2023-04-01,Central New York,34,907
2023-04-01,Chautauqua,4,152
2023-04-01,Chemung,2,50
2023-04-01,Chenango,4,106
2023-04-01,Clinton,6,146
2023-04-01,Columbia,2,14
2023-04-01,Cortland,0,25
2023-04-01,Delaware,2,73
2023-04-01,Dutchess,9,180
2023-04-01,Erie,32,496
2023-04-01,Essex,1,39
2023-04-01,Finger Lakes,63,1459
2023-04-01,Franklin,2,53
2023-04-01,Fulton,0,33
2023-04-01,Genesee,1,58
2023-04-01,Greene,2,21
2023-04-01,Hamilton,0,1
2023-04-01,Herkimer,3,88
2023-04-01,Jefferson,4,128
2023-04-01,Kings,100,10481
2023-04-01,Lewis,1,32
2023-04-01,Livingston,6,72
2023-04-01,Long Island,132,4535
2023-04-01,Madison,0,57
2023-04-01,Mid-Hudson,82,4395
2023-04-01,Mohawk Valley,13,674
2023-04-01,Monroe,35,872
2023-04-01,Montgomery,1,33
2023-04-01,Nassau,73,2302
2023-04-01,New York,54,2770
2023-04-01,New York City,291,20737
2023-04-01,Niagara,6,96
2023-04-01,North Country,21,534
2023-04-01,Oneida,6,355
2023-04-01,Onondaga,19,578
2023-04-01,Ontario,6,123
2023-04-01,Orange,23,2157
2023-04-01,Orleans,3,35
2023-04-01,Oswego,11,158
2023-04-01,Otsego,3,131
2023-04-01,Putnam,4,91
2023-04-01,Queens,76,4208
2023-04-01,Rensselaer,4,96
2023-04-01,Richmond,20,831
2023-04-01,Rockland,7,494
2023-04-01,STATEWIDE,750,35728
2023-04-01,Saratoga,13,203
2023-04-01,Schenectady,3,196
2023-04-01,Schoharie,0,34
2023-04-01,Schuyler,0,12
2023-04-01,Seneca,2,39
2023-04-01,Southern Tier,26,743
2023-04-01,St. Lawrence,7,135
2023-04-01,Steuben,3,52
2023-04-01,Suffolk,59,2233
2023-04-01,Sullivan,0,119
2023-04-01,Tioga,1,33
2023-04-01,Tompkins,8,100
2023-04-01,Ulster,9,139
2023-04-01,Warren,3,105
2023-04-01,Washington,1,78
2023-04-01,Wayne,8,165
2023-04-01,Westchester,30,1215
2023-04-01,Western New York,44,806
2023-04-01,Wyoming,2,79
2023-04-01,Yates,0,16
2023-03-31,Albany,9,202
2023-03-31,Allegany,2,31
2023-03-31,Bronx,37,2696
2023-03-31,Broome,16,292
2023-03-31,Capital Region,43,901
2023-03-31,Cattaraugus,3,22
2023-03-31,Cayuga,2,152
2023-03-31,Central New York,40,1084
2023-03-31,Chautauqua,7,242
2023-03-31,Chemung,0,61
2023-03-31,Chenango,4,71
2023-03-31,Clinton,5,194
2023-03-31,Columbia,1,33
2023-03-31,Cortland,0,33
2023-03-31,Delaware,1,63
2023-03-31,Dutchess,4,258
2023-03-31,Erie,38,732
2023-03-31,Essex,3,74
2023-03-31,Finger Lakes,70,1449
2023-03-31,Franklin,3,86
2023-03-31,Fulton,3,35
2023-03-31,Genesee,0,63
2023-03-31,Greene,0,18
2023-03-31,Hamilton,0,3
2023-03-31,Herkimer,3,90
2023-03-31,Jefferson,7,186
2023-03-31,Kings,113,16304
2023-03-31,Lewis,2,37
2023-03-31,Livingston,5,62
2023-03-31,Long Island,134,4495
2023-03-31,Madison,2,50
2023-03-31,Mid-Hudson,110,22819
2023-03-31,Mohawk Valley,16,492
2023-03-31,Monroe,37,907
2023-03-31,Montgomery,1,39
2023-03-31,Nassau,78,2186
2023-03-31,New York,65,3129
2023-03-31,New York City,314,28480
2023-03-31,Niagara,7,109
2023-03-31,North Country,22,698
2023-03-31,Oneida,6,237
2023-03-31,Onondaga,32,696
2023-03-31,Ontario,9,138
2023-03-31,Orange,21,1130
2023-03-31,Orleans,4,41
2023-03-31,Oswego,4,153
2023-03-31,Otsego,2,60
2023-03-31,Putnam,5,124
2023-03-31,Queens,79,4522
2023-03-31,Rensselaer,10,104
2023-03-31,Richmond,20,1829
2023-03-31,Rockland,17,18663
2023-03-31,STATEWIDE,842,62246
2023-03-31,Saratoga,12,197
2023-03-31,Schenectady,5,100
2023-03-31,Schoharie,1,31
2023-03-31,Schuyler,0,15
2023-03-31,Seneca,3,49
2023-03-31,Southern Tier,36,692
2023-03-31,St. Lawrence,2,118
2023-03-31,Steuben,5,53
2023-03-31,Suffolk,56,2309
2023-03-31,Sullivan,3,722
2023-03-31,Tioga,2,37
2023-03-31,Tompkins,8,100
2023-03-31,Ulster,9,212
2023-03-31,Warren,4,119
2023-03-31,Washington,2,128
2023-03-31,Wayne,9,156
2023-03-31,Westchester,51,1710
2023-03-31,Western New York,57,1136
2023-03-31,Wyoming,1,17
2023-03-31,Yates,2,16
2023-03-30,Albany,15,309
2023-03-30,Allegany,2,41
2023-03-30,Bronx,41,2747
2023-03-30,Broome,10,316
2023-03-30,Capital Region,43,1163
2023-03-30,Cattaraugus,5,25
2023-03-30,Cayuga,8,132
2023-03-30,Central New York,47,1232
2023-03-30,Chautauqua,2,107
2023-03-30,Chemung,5,132
2023-03-30,Chenango,2,66
2023-03-30,Clinton,4,164
2023-03-30,Columbia,0,23
2023-03-30,Cortland,3,51
2023-03-30,Delaware,0,75
2023-03-30,Dutchess,6,197
2023-03-30,Erie,48,712
2023-03-30,Essex,2,56
2023-03-30,Finger Lakes,95,1718
2023-03-30,Franklin,2,90
2023-03-30,Fulton,0,39
2023-03-30,Genesee,2,70
2023-03-30,Greene,1,25
2023-03-30,Hamilton,0,4
2023-03-30,Herkimer,2,83
2023-03-30,Jefferson,6,192
2023-03-30,Kings,124,12503
2023-03-30,Lewis,2,34
2023-03-30,Livingston,7,71
2023-03-30,Long Island,149,4921
2023-03-30,Madison,6,78
2023-03-30,Mid-Hudson,90,16316
2023-03-30,Mohawk Valley,18,801
2023-03-30,Monroe,52,1114
2023-03-30,Montgomery,4,76
2023-03-30,Nassau,71,2399
2023-03-30,New York,75,3012
2023-03-30,New York City,344,23295
2023-03-30,Niagara,8,110
2023-03-30,North Country,20,664
2023-03-30,Oneida,9,477
2023-03-30,Onondaga,21,810
2023-03-30,Ontario,12,151
2023-03-30,Orange,20,795
2023-03-30,Orleans,5,49
2023-03-30,Oswego,9,161
2023-03-30,Otsego,2,89
2023-03-30,Putnam,4,124
2023-03-30,Queens,84,3904
2023-03-30,Rensselaer,8,103
2023-03-30,Richmond,20,1129
2023-03-30,Rockland,14,13113
2023-03-30,STATEWIDE,897,52018
2023-03-30,Saratoga,7,259
2023-03-30,Schenectady,5,173
2023-03-30,Schoharie,1,37
2023-03-30,Schuyler,0,19
2023-03-30,Seneca,4,50
2023-03-30,Southern Tier,26,913
2023-03-30,St. Lawrence,4,124
2023-03-30,Steuben,4,126
2023-03-30,Suffolk,78,2522
2023-03-30,Sullivan,6,462
2023-03-30,Tioga,1,64
2023-03-30,Tompkins,4,115
2023-03-30,Ulster,7,147
2023-03-30,Warren,2,130
2023-03-30,Washington,5,141
2023-03-30,Wayne,9,180
2023-03-30,Westchester,33,1478
2023-03-30,Western New York,65,995
2023-03-30,Wyoming,3,16
2023-03-30,Yates,1,17
2023-03-29,Albany,16,249
2023-03-29,Allegany,1,29
2023-03-29,Bronx,75,3764
2023-03-29,Broome,11,370
2023-03-29,Capital Region,48,1118
2023-03-29,Cattaraugus,6,52
2023-03-29,Cayuga,4,249
2023-03-29,Central New York,48,1279
2023-03-29,Chautauqua,7,251
2023-03-29,Chemung,4,122
2023-03-29,Chenango,5,163
2023-03-29,Clinton,15,216
2023-03-29,Columbia,0,27
2023-03-29,Cortland,0,75
2023-03-29,Delaware,0,81
2023-03-29,Dutchess,6,273
2023-03-29,Erie,56,869
2023-03-29,Essex,2,78
2023-03-29,Finger Lakes,103,1651
2023-03-29,Franklin,7,64
2023-03-29,Fulton,2,34
2023-03-29,Genesee,2,65
2023-03-29,Greene,1,26
2023-03-29,Hamilton,1,3
2023-03-29,Herkimer,1,103
2023-03-29,Jefferson,12,166
2023-03-29,Kings,175,14324
2023-03-29,Lewis,0,18
2023-03-29,Livingston,5,62
2023-03-29,Long Island,151,5488
2023-03-29,Madison,2,127
2023-03-29,Mid-Hudson,139,22642
2023-03-29,Mohawk Valley,20,640
2023-03-29,Monroe,59,1056
2023-03-29,Montgomery,3,18
2023-03-29,Nassau,76,2756
2023-03-29,New York,96,5037
2023-03-29,New York City,454,29867
2023-03-29,Niagara,9,212
2023-03-29,North Country,46,682
2023-03-29,Oneida,9,357
2023-03-29,Onondaga,33,629
2023-03-29,Ontario,11,152
2023-03-29,Orange,16,1167
2023-03-29,Orleans,4,41
2023-03-29,Oswego,9,199
2023-03-29,Otsego,4,95
2023-03-29,Putnam,3,124
2023-03-29,Queens,90,5301
2023-03-29,Rensselaer,5,133
2023-03-29,Richmond,18,1441
2023-03-29,Rockland,39,18268
2023-03-29,STATEWIDE,1128,65901
2023-03-29,Saratoga,8,273
2023-03-29,Schenectady,14,166
2023-03-29,Schoharie,1,33
2023-03-29,Schuyler,0,16
2023-03-29,Seneca,4,44
2023-03-29,Southern Tier,40,1121
2023-03-29,St. Lawrence,9,137
2023-03-29,Steuben,9,139
2023-03-29,Suffolk,75,2732
2023-03-29,Sullivan,4,776
2023-03-29,Tioga,5,104
2023-03-29,Tompkins,6,126
2023-03-29,Ulster,20,256
2023-03-29,Warren,1,145
2023-03-29,Washington,3,99
2023-03-29,Wayne,14,189
2023-03-29,Westchester,51,1778
2023-03-29,Western New York,79,1413
2023-03-29,Wyoming,3,25
2023-03-29,Yates,1,17
2023-03-28,Albany,11,207
2023-03-28,Allegany,0,40
2023-03-28,Bronx,51,3053
2023-03-28,Broome,11,428
2023-03-28,Capital Region,57,1039
2023-03-28,Cattaraugus,5,72
2023-03-28,Cayuga,7,207
2023-03-28,Central New York,53,1495
2023-03-28,Chautauqua,3,117
2023-03-28,Chemung,10,198
2023-03-28,Chenango,5,109
2023-03-28,Clinton,9,177
2023-03-28,Columbia,3,33
2023-03-28,Cortland,2,92
2023-03-28,Delaware,1,88
2023-03-28,Dutchess,12,199
2023-03-28,Erie,57,961
2023-03-28,Essex,4,77
2023-03-28,Finger Lakes,91,1585
2023-03-28,Franklin,2,87
2023-03-28,Fulton,2,42
2023-03-28,Genesee,3,51
2023-03-28,Greene,1,16
2023-03-28,Hamilton,0,4
2023-03-28,Herkimer,3,99
2023-03-28,Jefferson,5,232
2023-03-28,Kings,115,7370
2023-03-28,Lewis,3,49
2023-03-28,Livingston,4,62
2023-03-28,Long Island,189,5937
2023-03-28,Madison,3,73
2023-03-28,Mid-Hudson,139,4248
2023-03-28,Mohawk Valley,19,718
2023-03-28,Monroe,48,1009
2023-03-28,Montgomery,5,68
2023-03-28,Nassau,115,2867
2023-03-28,New York,77,3439
2023-03-28,New York City,380,19526
2023-03-28,Niagara,3,204
2023-03-28,North Country,27,768
2023-03-28,Oneida,5,314
2023-03-28,Onondaga,28,769
2023-03-28,Ontario,10,133
2023-03-28,Orange,24,902
2023-03-28,Orleans,3,40
2023-03-28,Oswego,13,354
2023-03-28,Otsego,4,153
2023-03-28,Putnam,3,103
2023-03-28,Queens,112,4627
2023-03-28,Rensselaer,8,116
2023-03-28,Richmond,25,1037
2023-03-28,Rockland,21,815
2023-03-28,STATEWIDE,1063,37917
2023-03-28,Saratoga,10,261
2023-03-28,Schenectady,16,168
2023-03-28,Schoharie,0,42
2023-03-28,Schuyler,1,30
2023-03-28,Seneca,6,53
2023-03-28,Southern Tier,40,1207
2023-03-28,St. Lawrence,4,142
2023-03-28,Steuben,2,139
2023-03-28,Suffolk,74,3070
2023-03-28,Sullivan,6,266
2023-03-28,Tioga,5,109
2023-03-28,Tompkins,5,106
2023-03-28,Ulster,6,162
2023-03-28,Warren,3,132
2023-03-28,Washington,5,106
2023-03-28,Wayne,15,192
2023-03-28,Westchester,67,1801
2023-03-28,Western New York,68,1394
2023-03-28,Wyoming,0,13
2023-03-28,Yates,2,32
2023-03-27,Albany,20,183
2023-03-27,Allegany,0,30
2023-03-27,Bronx,23,1469
2023-03-27,Broome,5,230
2023-03-27,Capital Region,43,633
2023-03-27,Cattaraugus,0,42
2023-03-27,Cayuga,2,89
2023-03-27,Central New York,25,863
2023-03-27,Chautauqua,4,78
2023-03-27,Chemung,1,54
2023-03-27,Chenango,1,75
2023-03-27,Clinton,1,104
2023-03-27,Columbia,0,17
2023-03-27,Cortland,4,84
2023-03-27,Delaware,1,49
2023-03-27,Dutchess,13,452
2023-03-27,Erie,37,592
2023-03-27,Essex,0,36
2023-03-27,Finger Lakes,69,1230
2023-03-27,Franklin,3,48
2023-03-27,Fulton,2,19
2023-03-27,Genesee,4,47
2023-03-27,Greene,0,24
2023-03-27,Hamilton,0,2
2023-03-27,Herkimer,1,57
2023-03-27,Jefferson,10,217
2023-03-27,Kings,147,6305
2023-03-27,Lewis,0,19
2023-03-27,Livingston,1,44
2023-03-27,Long Island,78,2870
2023-03-27,Madison,2,87
2023-03-27,Mid-Hudson,90,3346
2023-03-27,Mohawk Valley,16,549
2023-03-27,Monroe,40,737
2023-03-27,Montgomery,1,49
2023-03-27,Nassau,44,1374
2023-03-27,New York,38,1859
2023-03-27,New York City,286,12328
2023-03-27,Niagara,8,100
2023-03-27,North Country,17,528
2023-03-27,Oneida,10,365
2023-03-27,Onondaga,14,465
2023-03-27,Ontario,7,109
2023-03-27,Orange,13,569
2023-03-27,Orleans,5,41
2023-03-27,Oswego,3,138
2023-03-27,Otsego,2,44
2023-03-27,Putnam,3,111
2023-03-27,Queens,56,2006
2023-03-27,Rensselaer,2,65
2023-03-27,Richmond,22,689
2023-03-27,Rockland,18,479
2023-03-27,STATEWIDE,695,23832
2023-03-27,Saratoga,8,157
2023-03-27,Schenectady,8,81
2023-03-27,Schoharie,0,15
2023-03-27,Schuyler,1,14
